PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;Latitud_1;Longitud_1
5983740;Parque Martalá-Dionisio Ridruejo;"El Parque Martalá-Dionisio Ridruejo, uno de los más apreciados en el barrio de Moratalaz, se distingue por sus amplias áreas de césped arboladas y la belleza serena de su estanque, que invita a la relajación y el disfrute del entorno. Este espacio verde cuenta con una red de anchos senderos que recorren el parque, haciendo que los paseos sean una experiencia placentera y revitalizante para vecindario y visitantes. Configuran parcelas de pradera con arbustos y arbolado, como cedros, olmos pumila, arces negundos, cipreses, catalpas, liquidámbares, ciruelos rojos, etc. Equipado con múltiples zonas recreativas, el parque dispone de áreas de juegos infantiles, así como espacios deportivos que incluyen mesas de ping-pong y una pista de patinaje para los amantes del deporte al aire libre. También se ha destinado una área específica para perros, donde las mascotas pueden correr y jugar libremente en un entorno seguro. Un detalle interesante del Parque Martalá-Dionisio Ridruejo es la presencia de las antiguas vías de tren que, en su día, conectaban con Arganda del Rey y con todo el valle del Tajuña en Guadalajara, recordando a sus visitantes una parte de la historia ferroviaria de la zona. Se conservan también en el parque restos de la señalización. La estación de cabecera estaba en el Distrito de Retiro, junto a los Jardines del Buen Retiro, en Niño Jesús, y atravesaba todo el distrito de Moratalaz, lo cual aún se intuye en otros parques como en el parque Vandel. De este tren se decía, por su lentitud, 'el tren de Arganda, que pita más que anda&amp;rdquo;.  Otra curiosidad reseñable es que en 1985, en las casas colindantes al parque, en la calle Mérida, cayó accidentalmente una bomba desactivada de un caza del ejército, causando serios desperfectos.  Este parque es uno de los más populares del distrito de Moratalaz. Rinde homenaje a Dionisio Ridruejo, político y escritor soriano que perteneció a la generación del 36 y premiado en 1950 con el Premio Nacional de Literatura.";;Zonas infantiles Zonas de mayores Zonas caninas Instalaciones deportivas;Bus: 32, 71  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.;"Conservación: Dirección General de Gestión del Agua y Zonas Verdes. Área de Gobierno de Medio Ambiente y Movilidad.  Superficie: 33.639 m&amp;sup2;.  Vegetación predominantes:     Árboles: Platano de sombra (Platanus &amp;times; hispanica), Cerezo ciruelo (Prunus cerasifera), Pino piñonero (Pinus Pinea) y Olmo de siberia (Ulmus pumila).  Arbustos: Tuya oriental (Platycladus orientalis), Espino de fuego (Pyracantha coccinea) y Mahonia (Mahonia).  Macizos arbustivos: Adelfa (Nerium oleander), Durillo (Viburnum tinus) y Spirea (Spiraea).";2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f6719706b5f8e210VgnVCM2000000c205a0aRCRD;MOLINA DE SEGURA;CALLE;V;4;;;;;MADRID;MADRID;28030;3;MARROQUINA;14;MORATALAZ;445812;4473265;4.040.824.188.658.940;-36.386.309.739.526.700;;;;/contenido/entidadesYorganismos/ParquesJardines;40,408238;-3,638637
5963936;Parque Martin Luther King;El Parque Martin Luther King es un parque urbano, situado de forma paralela a la M-30, que se caracteriza por su diseño alargado, ideal para el paseo. En uno de sus extremos, se encuentra un campo de fútbol de césped artificial y una pista de baloncesto. Además, el parque dispone de dos áreas con juegos infantiles y una pasarela que conecta con el distrito de Puente de Vallecas. Parte de la zona verde imita la ribera de un río, con arbolado típico de estas áreas naturales. En el año 2009 se llevó a cabo una remodelación integral del parque y en el año 2020 se realizaron nuevas reformas, sustituyendo parte del mobiliario urbano, creando nuevas zonas estanciales y construyendo nuevas instalaciones deportivas e infantiles, con criterios de gestión sostenible del agua y supresión de barreras arquitectónicas.;;Zonas infantiles Instalaciones deportivas Auditorios;Metro: Conde de Casal (línea 6). Bus: 8 , 10 , 24 , 54 , 56 , 57 , 113 , 136, 141 , 148 , 310.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.;"Conservación: Dirección General de Gestión del Agua y Zonas Verdes, Área de Gobierno de Medio Ambiente y Movilidad.  Superficie: 33.722 m&amp;sup2;.  Vegetación predominante:    Ejemplares arbóreos: liquidámbar (Liquidambar styraciflua), ciprés de Leyland (Cupressus &amp;times; leylandii), árbol de Júpiter (Lagerstroemia indica) y pino piñonero (Pinus pinea).  Arbustos: picea (Picea spp.) y picea azul (Picea pungens var. glauca).  Macizos arbustivos: hierba doncella (Vinca spp.), adelfa (Nerium oleander), rosas (Rosa spp.) y fotinia (Photinia spp.).";2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=14ec3abc4be2e210VgnVCM1000000b205a0aRCRD;CERRO NEGRO;CALLE;V;1;;;;;MADRID;MADRID;28007;2;ADELFAS;3;RETIRO;443131;4472170;40.398.195.733.324.100;-36.701.340.560.704.000;;;;/contenido/entidadesYorganismos/ParquesJardines;40,398195;-3,670134
5965953;Parque Mirador de Tierno Galván;Este espacio completa junto con el Parque Enrique Tierno Galván una gran superficie verde. Con un diseño muy característico, de forma triangular, con paseos simétricos ajardinados y placetas estanciales, destaca por una pasarela que lo recorre en altura. Cuenta con una diversidad de especies arbustivas y arboreas. Es un lugar tranquilo en el que reunirse y pasear.;;;Bus: 148  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.;"Conservación:  Dirección General de Gestión del Agua y Zonas Verdes, Área de Gobierno de Medio Ambiente y Movilidad.   Superficie: 22.202 m&amp;sup2;.  Vegetación predominante:    Ejemplares arbóreos: Tilo de hojas grandes (Tilia platyphyllos), Plátano de sombra (Platanus &amp;times; hispanica), Ciprés común (Cupressus sempervirens) y Árbol del amor (Cercis siliquastrum).  Arbustos: Madroño (Arbutus unedo), Laurel Cerezo (Prunus laurocerasus) y Espino de fuego (Pyracantha spp.).  Macizos arbustivos: Piracanta o Espino de fuego (Pyracantha spp.), Cotoneaster horizontal (Cotoneaster horizontalis) y Hiedra (Hedera spp.).";2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5fd8433bf683e210VgnVCM1000000b205a0aRCRD;NEBULOSAS;CALLE;V;7;;;;;MADRID;MADRID;28045;5;DELICIAS;2;ARGANZUELA;441813;4471797;40.394.735.491.209.400;-36.856.299.107.811.300;;;;/contenido/entidadesYorganismos/ParquesJardines;40,394743;-3,685630
6006578;Parque Mirador de las Cárcavas;El Parque Mirador de las Cárcavas se localiza a lo largo de la M-11, en el tramo comprendido entre las calles Gregorio Sánchez Herráez y la calle Antonio López Torres. Tal y como su nombre sugiere, el parque cuenta con un mirador situado en su punto más elevado, desde el cual se disfruta de una vista panorámica de la zona. Este mirador se encuentra en una plaza circular, en cuyo suelo se representa una rosa de los vientos, lo que añade un elemento simbólico y atractivo al espacio. El parque también está dotado de diversas instalaciones deportivas y zonas de juegos infantiles, lo que lo convierte en un lugar adecuado para la práctica de actividades recreativas y deportivas. Una característica destacada de este parque es la presencia de agrupaciones de dos especies arbóreas poco comunes: Paulownia tomentosa y Zelkova serrata, que aportan una singularidad botánica al entorno.;;Zonas infantiles Instalaciones deportivas Mirador;Bus: 87  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.;"Conservación: Dirección General de Gestión del Agua y Zonas Verdes. Área de Gobierno de Medio Ambiente y Movilidad.  Superficie: 31.610 m&amp;sup2;.  Vegetación predominante:      Árboles: Catalpa (Catalpa), Pino piñonero (Pinus pinea), Ciprés común (Cupressus sempervirens) y Aligustre del Japón (Ligustrum japonicum).    Arbustos: Laurel cerezo (Prunus laurocerasus), Jara (Cistus) y Madroño (Arbutus unedo).    Macizos arbustivos: Gayomba (Spartium junceum), Espino de fuego (Pyracantha coccinea) y Junípero horizontal (Juniperus horizontalis).";2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fdbec6fde0dde210VgnVCM2000000c205a0aRCRD;RAFAELA APARICIO;CALLE;V;2;;;;;MADRID;MADRID;28055;6;VALDEFUENTES;16;HORTALEZA;446347;4481136;4.047.917.989.766.590;-36.330.084.507.532.600;;;;/contenido/entidadesYorganismos/ParquesJardines;40,479179;-3,632997
5983593;Parque Mujeres de Orcasitas;El Parque Mujeres de Orcasitas es un importante espacio verde y deportivo en el barrio de Orcasitas, en el Distrito de Usera, que ha sido muy valorado por la comunidad local. Este parque, anteriormente conocido como el Parque de la Meseta de Orcasitas, adoptó su nuevo nombre como parte de un gesto de empoderamiento comunitario, con el objetivo de reconocer y honrar el papel fundamental de las mujeres en la historia y el desarrollo del barrio. En la década de los 60, el barrio de la Meseta de Orcasitas surgió en terrenos previamente desocupados que pertenecían a María Orcasitas, marcando el comienzo de una comunidad donde las mujeres desempeñaron un rol esencial. En una época en la que las viviendas eran comúnmente objeto de derribo, las mujeres se erigieron como las principales defensoras del hogar, asumiendo la responsabilidad de la familia mientras los hombres trabajaban fuera. La iniciativa de cambiar el nombre al parque fue impulsada por la Mesa de Igualdad, LGTBI y Contra la Violencia de Género, junto con la Mesa Orcasitas PIBA del Foro Local de Usera, en reconocimiento a la significativa contribución de las mujeres en la identidad del barrio. El parque se inició en 1982, en fases, y culminó en 1985. En 2000 se anexionaron terrenos ocupados hasta entonces por la fábrica Peugeot. En 2019 se realizó una importante mejora. El parque ocupa una gran extensión y ofrece un paseo perimetral que recorre toda su longitud. La variedad botánica es elevada. Presenta grandes ejemplares de pino piñonero, pino carrasco y cedro sobre zonas de césped y terrizos, así como por tuya, plátano de sombra, chopo booleana, arce negundo, ciruelo rojo y almez. El parque carece prácticamente de arbustos, excepto algunos golpes de adelfas en la zona delimitada por la Ronda de las Cooperativas. En su interior, los visitantes pueden disfrutar de diversas instalaciones deportivas, como pistas de baloncesto y fútbol, así como áreas dedicadas a juegos infantiles y una zona canina, lo que lo convierte en un espacio inclusivo y dinámico para la comunidad.;;Zonas infantiles Zonas caninas Instalaciones deportivas;Bus: 60  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.;"Conservación:Dirección General de Gestión del Agua y Zonas Verdes. Área de Gobierno de Medio Ambiente y Movilidad.  Superficie: 48.413  m&amp;sup2;.  Vegetación predominante:     Árboles: Plátano de sombra (Platanus &amp;times; hispanica), Pino piñonero (Pinus pinea), Olmo común (Ulmus minor) y Tuya oriental (Platycladus orientalis).    Arbustos: Ciruelo rojo (Prunus cerasifera), Romero (Salvia rosmarinus) y Espino de fuego (Pyracantha coccinea).    Macizos arbustivos: Espino de fuego (Pyracantha coccinea), Pitosporo (Pittosporum tobira) y Griñolera (Cotoneaster).";2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1f344f963318e210VgnVCM1000000b205a0aRCRD;COOPERATIVAS;RONDA;V;6;;;;;MADRID;MADRID;28041;1;ORCASITAS;12;USERA;439919;4468772;403.673.502.443.602;-37.076.605.178.679.000;;;;/contenido/entidadesYorganismos/ParquesJardines;40,367358;-3,707661
5998367;Parque Norte - Carmen Tagle;El Ayuntamiento de Madrid construyó este parque sobre un antiguo vertedero municipal, inaugurándose en 1978 con el nombre de Parque Norte. Entre los años 2015 a 2017, se realizaron importantes mejoras en toda su extensión. En 2018 el nombre pasó a ser oficialmente Parque Norte-Carmen Tagle en memoria de la fiscal de la Audiencia Nacional asesinada por la banda terrorista ETA en 1989. El Parque Norte-Carmen Tagle es una extensa zona verde que cuenta con un área de pinar, perfectamente adaptada a la orografía de la región. Su arbolado maduro ofrece bosquetes y agradables sombras a lo largo de sus diferentes trayectos y áreas de descanso. En todo el parque, los visitantes pueden disfrutar de diversas instalaciones deportivas y sociales, como una pista de baloncesto, un área de calistenia, merenderos, zonas de juegos infantiles y un área canina. Además, destaca una fuente-estanque y diversas esculturas y monumentos dispersos por el parque, así como la ubicación de un centro cultural en su interior. Desde el parque, se pueden apreciar vistas del Cuatro Torres Business Area (CTBA) por encima del arbolado. Este lugar es muy valorado por el vecindario, siendo ideal para el ocio, la práctica deportiva y el descanso.  Actualmente acoge 'El Beso', escultura de gran tamaño realizada por Xu Hongfei, la primera obra de un artista chino instalada en nuestra ciudad, que el cantonés ha donado a Madrid para celebrar la llegada del Año del Dragón en 2024.;;Zonas infantiles Zonas de mayores Área canina Instalaciones deportivas Mirador;Bus: 124, 137  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.;"Conservación: Dirección General de Gestión del Agua y Zonas Verdes. Área de Gobierno de Medio Ambiente y Movilidad.  Superficie: 195.230 m&amp;sup2;.       Vegetación predominantes :     Árboles: Plátano de sombra (Platanus x hispanica), olmo de Siberia (Ulmus pumila), pino piñonero (Pinus pinea), ciruelo rojo (Prunus cerasifera).  Arbustos: Laurel cerezo (Prunus laurocerasus), formio (Phormium spp.), griñolera (Cotoneaster spp.).  Macizos arbustivos: jazmines (Trachelospernum jasminoides y asiaticum), espino de fuego (Pyracantha coccinea), zarzamora (Rubus ulmifolius).";2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=10d3ed24a83ce210VgnVCM1000000b205a0aRCRD;ARZOBISPO MORCILLO;CALLE;V;7;;;;;MADRID;MADRID;28029;5;LA PAZ;8;FUENCARRAL-EL PARDO;441233;4481384;4.048.106.787.416.520;-36.933.504.628.706.000;;;;/contenido/entidadesYorganismos/ParquesJardines;40,481067;-3,693350
5997754;Parque Nudo Norte de Begoña;Parque muy visible desde la M-30 con un gran talud de pradera. Tiene zonas infantiles a la salida del metro, lugares estanciales muy cómodos y campos de fútbol sala y baloncesto.;;Zonas infantiles Instalaciones deportivas;Metro: Begoña (línea 10) Bus: 124, 137  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.;"Conservación a cargo de: Dirección General de Gestión del Agua y Zonas Verdes. Área de Gobierno de Medio Ambiente y Movilidad   Superficie. 21.071  m2    % Especies predominantes (nombre común)  con respecto a especies principales:  Árboles. N&amp;ordm; total de unidades arbóreas: 324Olmo de Siberia 22%Pino piñonero 21%Álamo plateado 16%Almez 8% Arbustos. N&amp;ordm; total de unidades arbustivas:  9 Rosa de siria 33%Pita 33%Viburnos 11% Macizos arbustivos. Superficie de macizos arbustivos: 1.912 m2  Griñolera 27%Espino de fuego 8%Romero 24%";2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=28588ffa023ce210VgnVCM1000000b205a0aRCRD;LLANO CASTELLANO;AVENIDA;V;1;;;;;MADRID;MADRID;28034;6;VALVERDE;8;FUENCARRAL-EL PARDO;441989;4481693;40.483.895.554.775.700;-36.844.715.393.162.700;;;;/contenido/entidadesYorganismos/ParquesJardines;40,483904;-3,684460
5983597;Parque Olof Palme;El Parque Olof Palme recibe su nombre en homenaje al primer ministro sueco, destacado defensor del pacifismo, quien fue asesinado en 1986. En 1987 se inauguró el parque, que se creó sobre una colonia de pisos anteriormente demolida, situada en el llamado Cerro del Basurero. El parque está dividido en dos zonas claramente diferenciadas, separadas por la calle Cerecinos. El sector principal, situado entre la calle Cerecinos y la Avenida Rafaela Ybarra, se caracteriza por su amplia extensión de praderas de césped, zonas terrizas y áreas infantiles, entre las que destaca un tobogán de tres pisos. Además, cuenta con una zona canina, todas ellas interconectadas por caminos de adoquín y de zahorra. En el extremo norte de este sector, se encuentra un auditorio que, mediante varios tramos de escaleras, conecta con la fuente ornamental ubicada en el centro del parque, convirtiéndose en un punto de interés central. La segunda zona, ubicada entre la calle Cerecinos y la calle San Magín, está formada principalmente por grandes masas arbustivas que cubren gran parte del espacio terrizo. En el centro de esta área, se dispone de una pequeña zona estancial, mientras que las zonas infantiles y para mayores están situadas cerca de la calle Cerecinos. El arbolado lo constituyen en su mayoría pinos piñoneros y plátanos de sombra, acompañados de otras especies como acacias del Japón y cedros. Este parque no solo ofrece un entorno de esparcimiento y recreo, sino que también rinde homenaje a un líder comprometido con la paz, integrando espacios para el disfrute de todas las edades. Destacan elementos patrimoniales como el monolito granítico en memoria de Olof Palme ubicado en el extremo sureste del parque, y una fuente octogonal, construida con murete de ladrillo vidriado. Pero quizá lo más singular son los capiteles que remataban las columnas del primer monumento levantado en 1908 en la calle Mayor a las víctimas del atentado a Alfonso XIII el 31 de mayo de 1906, día de su boda con Victoria Eugenia. El resto del conjunto se encuentra depositado en los almacenes municipales. En 2007 se realizaron importantes obras de mejora en sus instalaciones, entre otras la renovación de los juegos infantiles por otros nuevos sobre pavimento de caucho. En 2021 se iniciaron nuevas actuaciones de mejora integral en la mitad sur del parque.;;Zonas infantiles Zonas de mayores Zonas caninas;Metro: Plaza Elíptica (línea 6 y 11) Bús: 47 , 60 , 81 , 247  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.;"Conservación: Dirección General de Gestión del Agua y Zonas Verdes. Área de Gobierno de Medio Ambiente y Movilidad.  Superficie: 48.867 m&amp;sup2;.     Vegetación predominante:      Árboles: Pino piñonero (Pinus pinea), Plátano de sombra (Platanus &amp;times; hispanica), Acacia del Japón (Styphnolobium japonicum) y Cedro llorón (Cedrus deodara).    Arbustos: Espino de fuego (Pyracantha coccinea), Bonetero (Euonymus europaeus) y Adelfa (Nerium oleander).    Macizos arbustivos: Vinca (Vinca), Taray (Tamarix gallica) y Espino de fuego (Pyracantha coccinea).";2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5af9053c8718e210VgnVCM1000000b205a0aRCRD;CERECINOS;CALLE;V;1;;;;;MADRID;MADRID;28026;6;ZOFIO;12;USERA;439486;4470667;4.038.439.900.273.860;-37.129.519.968.429.400;;;;/contenido/entidadesYorganismos/ParquesJardines;40,384398;-3,712940
10965194;Parque Orlando Zapata Tamayo;El Parque Orlando Zapata Tamayo es un parque urbano situado entre bloques de viviendas, delimitado por las calles Víctor de la Serna, Uruguay y Puerto Rico. Su nombre actual se debe a una propuesta vecinal en homenaje al disidente cubano Orlando Zapata Tamayo, quien falleció en 2010 tras realizar una huelga de hambre. El parque cuenta con varias zonas verdes ajardinadas, con una densa cobertura arbórea, y una placeta central que actúa como punto de encuentro. Entre sus instalaciones se encuentran una zona de juegos infantiles clásicos, delimitada para mayor seguridad, una zona deportiva con algunas canastas, y un área de ejercicios destinada a personas mayores. Anteriormente, el parque era conocido como Parque de Santa Marca.;;Zonas infantiles Zonas deportivas Cancha de baloncesto;Metro: líneas 8 y 9 (Colombia)  Bus: 52  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.;"Conservación: Dirección General de Gestión del Agua y Zonas Verdes, Área de Gobierno de Medio Ambiente.  Superficie: 12.857 m&amp;sup2;.  Vegetación predominante:    Ejemplares arbóreos: olmo de Siberia (Ulmus pumila), arce negundo (Acer negundo), pino piñonero (Pinus pinea), acacia del Japón (Styphnolobium japonicum), cedro del Atlas (Cedrus atlantica) y acacia de tres espinas (Gleditsia triacanthos).  Arbustos: presencia limitada, sin especies predominantes identificadas.  Macizos arbustivos: especies diversas no especificadas.";2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=95b86c7fe412b610VgnVCM2000001f4a900aRCRD;URUGUAY;CALLE;V;6;;;;;MADRID;MADRID;28016;4;HISPANOAMERICA;5;CHAMARTIN;442825;4478479;40.455.011.305.200.700;-36.743.070.613.284.700;;;;;40,455008;-3,674307
5991690;Parque Paseo Marcelino Camacho;El Parque Paseo Marcelino Camacho es una pequeña zona ajardinada de carácter central, ubicada junto a la histórica Plaza de Toros de Vistalegre. Su jardinería incluye praderas, macizos arbustivos y agrupaciones de árboles que enriquecen el entorno. En este parque también se encuentran varias áreas de descanso, principalmente pavimentadas, situadas alrededor de dos fuentes ornamentales de distintos tamaños y relevancia. Además, el parque está equipado con una zona de juegos infantiles y un área destinada a los perros, ofreciendo un espacio agradable para el disfrute de todos sus visitantes.;;Zonas infantiles Zonas caninas;Bus: 34 , 35  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.;"Conservación: Dirección General de Gestión del Agua y Zonas Verdes. Área de Gobierno de Medio Ambiente.  Superficie: 2.750 m&amp;sup2;.   Vegetación predominante:    Árboles: Tilos (Tilia), Madroño (Arbutus), Liquidambar (Liquidambar) y Cedro llorón (Cedrus deodara).   Macizos arbustivos:  Bonetero rastrero (Euonymus fortunei), Enebro común (Juniperus communis) y Sabina rastrera (Juniperus sabina).";2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2bc1fe8cec3be210VgnVCM1000000b205a0aRCRD;MARCELINO CAMACHO;PASEO;V;6;;;;;MADRID;MADRID;28025;4;VISTA ALEGRE;11;CARABANCHEL;437204;4470763;40.385.086.008.433.300;-37.398.326.701.482.000;;;;/contenido/entidadesYorganismos/ParquesJardines;40,385094;-3,739833
5978254;Parque Payaso Fofó;El Parque Payaso Fofó es un espacio verde con un diseño cuidadosamente organizado, que se distribuye en diversas alturas y taludes, creando un entorno dinámico y atractivo. Sus amplias praderas de césped están intercaladas con largas alineaciones de árboles que proporcionan sombra y embellecen los paseos, haciendo de este lugar un refugio ideal para disfrutar de la naturaleza. El parque cuenta con una variedad de instalaciones que lo convierten en un destino perfecto para el ocio y la recreación. Entre ellas, destacan una pista deportiva para practicar diferentes actividades, zonas de juegos infantiles y un área canina que permite a las mascotas disfrutar en libertad. Además, desde varios puntos del parque, se pueden admirar impresionantes vistas de la ciudad de Madrid. Junto a la calle Puerto de Costabona se erige el mirador Payaso Fofó, que se integra en la red de miradores de Puente de Vallecas junto a otros como el de Entrevías, Azorín o Cerro del Tío Pío. En su extremo sureste, se encuentra el complejo de pistas del Club de Tenis de Vallecas, que complementa la oferta deportiva del parque. Con su combinación de naturaleza, deporte y áreas de esparcimiento, el Parque Payaso Fofó es un lugar idóneo para pasear, disfrutar en familia o simplemente descansar en un entorno sereno y bien cuidado.  El nombre del parque está dedicado a Alfonso Aragón Bermúdez, conocido como Fofó, miembro de 'Los payasos de la Tele', compañía familiar de payasos que realizaban el programa 'El gran Circo de TVE', de enorme éxito, que se emitió entre 1972 y 1981 y que perdura en la memoria de varias generaciones de niños y niñas.;;Zonas infantiles Zonas caninas Instalaciones deportivas;Bus: 57, 136, 144, 310, 410. RENFE: Asamblea de Madrid - Entrevías.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.;"Conservación:Dirección General de Gestión del Agua yZonas Verdes. Área de Gobierno de Medio Ambiente y Movilidad.  Superficie: 76.819 m&amp;sup2;.   Vegetación predominantes:      Árboles: Castaño de indias (Aesculus hippocastanum), Cerezo-ciruelo (Prunus cerasifera), Ciprés (Cupressus) y Chopo del Canadá (Populus x canadensis).    Arbustos:  Frambueso (Rubus idaeus), Espino de fuego (Pyracantha coccinea) y Tilo (Tilia).    Macizos arbustivos:  Santolina (Santolina), Laurel (Laurus nobilis) y Agracejo (Berberis vulgaris).";2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3cadb9566807e210VgnVCM1000000b205a0aRCRD;PAYASO FOFO;CALLE;V;11;;;;;MADRID;MADRID;28018;3;PALOMERAS BAJAS;13;PUENTE DE VALLECAS;443987;4471144;4.038.901.086.962.940;-36.599.692.832.803.800;;;;/contenido/entidadesYorganismos/ParquesJardines;40,389010;-3,659957
5966334;Parque Peñuelas;Uno de los parques urbanos más visitados dentro del distrito de Arganzuela, con un característico puente en su punto central. Este parque ofrece varias zonas ajardinadas con amplios paseos, áreas de juegos infantiles y espacios de estancia equipados con numerosos bancos, lo que lo convierte en un lugar ideal para la relajación y el esparcimiento. Además, el parque cuenta con dos grandes zonas caninas, lo que permite que las personas propietarias de mascotas disfruten de un espacio adecuado para el esparcimiento de sus animales. Ubicado sobre un parking, el parque es un ejemplo de la integración de diversas áreas verdes en una ciudad cosmopolita como Madrid, proporcionando un respiro en medio del entorno urbano y fomentando la conexión de la ciudadanía con la naturaleza.;;Zonas infantiles Zonas adulto mayor Zonas caninas;Metro: Pirámides (línea 5) Bus:18, 62  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.;"Conservación:  Dirección General de Gestión del Agua y Zonas Verdes, Área de Gobierno de Medio Ambiente y Movilidad.   Superficie: 27.401 m&amp;sup2;.  Vegetación predominante:     Ejemplares arbóreos: Castaño de indias (Aesculus hippocastanum), Árbol del amor (Cercis siliquastrum), Arce (Acer spp.) y Palmera datilera (Phoenix dactylifera).    Arbustos: Glicinia japonesa (Wisteria floribunda), Tuya (Thuja spp.) y Picea (Picea spp.).    Macizos arbustivos: Taray (Tamarix spp.), Madroño (Arbutus unedo) y Genistas (Genista spp.).";2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=41b0a2aad983e210VgnVCM2000000c205a0aRCRD;GARGANTILLA;CALLE;V;2;;;;;MADRID;MADRID;28005;2;ACACIAS;2;ARGANZUELA;440265;4472283;4.039.900.396.358.790;-3.703.926.416.750.330;;;;/contenido/entidadesYorganismos/ParquesJardines;40,399012;-3,703915
